Time,Voltage,Audio
0.0,0.0,0.0
0.00010000333344444814,0.0,0.0
0.0002000066668888963,0.0,0.0
0.00030001000033334443,0.0,0.0
0.0004000133337777926,0.0,0.0
0.0005000166672222407,0.0,0.0
0.0006000200006666889,0.0,0.0
0.000700023334111137,0.0,0.0
0.0008000266675555852,0.0,0.0
0.0009000300010000333,0.0,0.0
0.0010000333344444814,0.0,0.0
0.0011000366678889295,0.0,0.0
0.0012000400013333777,0.0,0.0
0.001300043334777826,0.0,0.0
0.001400046668222274,0.0,0.0
0.001500050001666722,0.0,0.0
0.0016000533351111703,0.0,0.0
0.0017000566685556186,0.0,0.0
0.0018000600020000666,0.0,0.0
0.0019000633354445146,0.0,0.0
0.002000066668888963,0.0,0.0
0.002100070002333411,0.0,0.0
0.002200073335777859,0.0,0.0
0.002300076669222307,0.0,0.0
0.0024000800026667555,0.0,0.0
0.0025000833361112037,0.0,0.0
0.002600086669555652,0.0,0.0
0.0027000900030000998,0.0,0.0
0.002800093336444548,0.0,0.0
0.0029000966698889963,0.0,0.0
0.003000100003333444,0.0,0.0
0.0031001033367778924,0.0,0.0
0.0032001066702223406,0.0,0.0
0.003300110003666789,0.0,0.0
0.003400113337111237,0.0,0.0
0.003500116670555685,0.0,0.0
0.003600120004000133,0.0,0.0
0.0037001233374445814,0.0,0.0
0.0038001266708890293,0.0,0.0
0.0039001300043334775,0.0,0.0
0.004000133337777926,0.0,0.0
0.004100136671222374,0.0,0.0
0.004200140004666822,0.0,0.0
0.00430014333811127,0.0,0.0
0.004400146671555718,0.0,0.0
0.004500150005000167,0.0,0.0
0.004600153338444614,0.0,0.0
0.004700156671889063,0.0,0.0
0.004800160005333511,0.0,0.0
0.004900163338777959,0.0,0.0
0.005000166672222407,0.0,0.0
0.005100170005666855,0.0,0.0
0.005200173339111304,0.0,0.0
0.005300176672555752,0.0,0.0
0.0054001800060001996,0.0,0.0
0.005500183339444648,0.0,0.0
0.005600186672889096,0.0,0.0
0.005700190006333544,0.0,0.0
0.0058001933397779926,0.0,0.0
0.00590019667322244,0.0,0.0
0.006000200006666888,0.0,0.0
0.006100203340111337,0.0,0.0
0.006200206673555785,0.0,0.0
0.006300210007000233,0.0,0.0
0.006400213340444681,0.0,0.0
0.006500216673889129,0.0,0.0
0.006600220007333578,0.0,0.0
0.0067002233407780255,0.0,0.0
0.006800226674222474,0.0,0.0
0.006900230007666922,0.0,0.0
0.00700023334111137,0.0,0.0
0.0071002366745558185,0.0,0.0
0.007200240008000266,0.0,0.0
0.007300243341444714,0.0,0.0
0.007400246674889163,0.0,0.0
0.007500250008333611,0.0,0.0
0.0076002533417780585,0.0,0.0
0.007700256675222507,0.0,0.0
0.007800260008666955,0.0,0.0
0.007900263342111403,0.0,0.0
0.008000266675555852,0.0,0.0
0.0081002700090003,0.0,0.0
0.008200273342444747,0.0,0.0
0.008300276675889196,0.0,0.0
0.008400280009333645,0.0,0.0
0.008500283342778091,0.0,0.0
0.00860028667622254,0.0,0.0
0.008700290009666989,0.0,0.0
0.008800293343111436,0.0,0.0
0.008900296676555884,0.0,0.0
0.009000300010000333,0.0,0.0
0.009100303343444782,0.0,0.0
0.009200306676889229,0.0,0.0
0.009300310010333677,0.0,0.0
0.009400313343778126,0.0,0.0
0.009500316677222573,0.0,0.0
0.009600320010667022,0.0,0.0
0.00970032334411147,0.0,0.0
0.009800326677555917,0.0,0.0
0.009900330011000366,0.0,0.0
0.010000333344444815,0.0,0.0
0.010100336677889262,0.0,0.0
0.01020034001133371,0.0,0.0
0.01030034334477816,0.0,0.0
0.010400346678222608,0.0,0.0
0.010500350011667055,0.0,0.0
0.010600353345111503,0.0,0.0
0.010700356678555952,0.0,0.0
0.010800360012000399,0.0,0.0
0.010900363345444848,0.0,0.0
0.011000366678889296,0.0,0.0
0.011100370012333743,0.0,0.0
0.011200373345778192,0.0,0.0
0.01130037667922264,0.0,0.0
0.011400380012667088,0.0,0.0
0.011500383346111536,0.0,0.0
0.011600386679555985,0.0,0.0
0.011700390013000432,0.0,0.0
0.01180039334644488,0.0,0.0
0.01190039667988933,0.0,0.0
0.012000400013333776,0.0,0.0
0.012100403346778225,0.0,0.0
0.012200406680222674,0.0,0.0
0.012300410013667122,0.0,0.0
0.01240041334711157,0.0,0.0
0.012500416680556018,0.0,0.0
0.012600420014000467,0.0,0.0
0.012700423347444914,0.0,0.0
0.012800426680889362,0.0,0.0
0.012900430014333811,0.0,0.0
0.013000433347778258,0.0,0.0
0.013100436681222707,0.0,0.0
0.013200440014667155,0.0,0.0
0.013300443348111602,0.0,0.0
0.013400446681556051,0.0,0.0
0.0135004500150005,0.0,0.0
0.013600453348444948,0.0,0.0
0.013700456681889395,0.0,0.0
0.013800460015333844,0.0,0.0
0.013900463348778293,0.0,0.0
0.01400046668222274,0.0,0.0
0.014100470015667188,0.0,0.0
0.014200473349111637,0.0,0.0
0.014300476682556084,0.0,0.0
0.014400480016000533,0.0,0.0
0.014500483349444981,0.0,0.0
0.014600486682889428,0.0,0.0
0.014700490016333877,0.0,0.0
0.014800493349778326,0.0,0.0
0.014900496683222773,0.0,0.0
0.015000500016667221,0.0,0.0
0.01510050335011167,0.0,0.0
0.015200506683556117,0.0,0.0
0.015300510017000566,0.0,0.0
0.015400513350445014,0.0,0.0
0.015500516683889463,0.0,0.0
0.01560052001733391,0.0,0.0
0.01570052335077836,0.0,0.0
0.015800526684222806,0.0,0.0
0.015900530017667256,0.0,0.0
0.016000533351111703,0.0,0.0
0.01610053668455615,0.0,0.0
0.0162005400180006,0.0,0.0
0.016300543351445047,0.0,0.0
0.016400546684889494,0.0,0.0
0.016500550018333945,0.0,0.0
0.01660055335177839,0.0,0.0
0.01670055668522284,0.0,0.0
0.01680056001866729,0.0,0.0
0.016900563352111736,0.0,0.0
0.017000566685556183,0.0,0.0
0.017100570019000633,0.0,0.0
0.01720057335244508,0.0,0.0
0.017300576685889527,0.0,0.0
0.017400580019333978,0.0,0.0
0.017500583352778425,0.0,0.0
0.01760058668622287,0.0,0.0
0.017700590019667322,0.0,0.0
0.01780059335311177,0.0,0.0
0.01790059668655622,0.0,0.0
0.018000600020000666,0.0,0.0
0.018100603353445113,0.0,0.0
0.018200606686889564,0.0,0.0
0.01830061002033401,0.0,0.0
0.018400613353778458,0.0,0.0
0.018500616687222908,0.0,0.0
0.018600620020667355,0.0,0.0
0.018700623354111802,0.0,0.0
0.018800626687556252,0.0,0.0
0.0189006300210007,0.0,0.0
0.019000633354445146,0.0,0.0
0.019100636687889597,0.0,0.0
0.019200640021334044,0.0,0.0
0.01930064335477849,0.0,0.0
0.01940064668822294,0.0,0.0
0.019500650021667388,0.0,0.0
0.019600653355111835,0.0,0.0
0.019700656688556285,0.0,0.0
0.019800660022000732,0.0,0.0
0.01990066335544518,0.0,0.0
0.02000066668888963,0.0,0.0
0.020100670022334077,0.0,0.0
0.020200673355778524,0.0,0.0
0.020300676689222974,0.0,0.0
0.02040068002266742,0.0,0.0
0.020500683356111868,0.0,0.0
0.02060068668955632,0.0,0.0
0.020700690023000765,0.0,0.0
0.020800693356445216,0.0,0.0
0.020900696689889663,0.0,0.0
0.02100070002333411,0.0,0.0
0.02110070335677856,0.0,0.0
0.021200706690223007,0.0,0.0
0.021300710023667454,0.0,0.0
0.021400713357111904,0.0,0.0
0.02150071669055635,0.0,0.0
0.021600720024000798,0.0,0.0
0.02170072335744525,0.0,0.0
0.021800726690889696,0.0,0.0
0.021900730024334143,0.0,0.0
0.022000733357778593,0.0,0.0
0.02210073669122304,0.0,0.0
0.022200740024667487,0.0,0.0
0.022300743358111937,0.0,0.0
0.022400746691556384,0.0,0.0
0.02250075002500083,0.0,0.0
0.02260075335844528,0.0,0.0
0.02270075669188973,0.0,0.0
0.022800760025334176,0.0,0.0
0.022900763358778626,0.0,0.0
0.023000766692223073,0.0,0.0
0.02310077002566752,0.0,0.0
0.02320077335911197,0.0,0.0
0.023300776692556417,0.0,0.0
0.023400780026000864,0.0,0.0
0.023500783359445315,0.0,0.0
0.02360078669288976,0.0,0.0
0.02370079002633421,0.0,0.0
0.02380079335977866,0.0,0.0
0.023900796693223106,0.0,0.0
0.024000800026667553,0.0,0.0
0.024100803360112003,0.0,0.0
0.02420080669355645,0.0,0.0
0.0243008100270009,0.0,0.0
0.024400813360445348,0.0,0.0
0.024500816693889794,0.0,0.0
0.024600820027334245,0.0,0.0
0.024700823360778692,0.0,0.0
0.02480082669422314,0.0,0.0
0.02490083002766759,0.0,0.0
0.025000833361112036,0.0,0.0
0.025100836694556483,0.0,0.0
0.025200840028000934,0.0,0.0
0.02530084336144538,0.0,0.0
0.025400846694889827,0.0,0.0
0.025500850028334278,0.0,0.0
0.025600853361778725,0.0,0.0
0.025700856695223172,0.0,0.0
0.025800860028667622,0.0,0.0
0.02590086336211207,0.0,0.0
0.026000866695556516,0.0,0.0
0.026100870029000967,0.0,0.0
0.026200873362445413,0.0,0.0
0.02630087669588986,0.0,0.0
0.02640088002933431,0.0,0.0
0.026500883362778758,0.0,0.0
0.026600886696223205,0.0,0.0
0.026700890029667655,0.0,0.0
0.026800893363112102,0.0,0.0
0.02690089669655655,0.0,0.0
0.027000900030001,0.0,0.0
0.027100903363445446,0.0,0.0
